NUM_FATT,DATA,COD_CLIE,QUANTITA,GRUPPO,PRESTAZION,PREZZO,IVA,ENPAV
716,07/06/2018,4280,1,AMBULATORIO,TERAPIA,16.07,3.61,0.32
717,07/06/2018,6002,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
717,07/06/2018,6002,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
718,07/06/2018,6316,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
719,07/06/2018,6384,1,AMBULATORIO,VISITA,24.11,5.41,0.48
720,08/06/2018,5898,1,AMBULATORIO,VISITA,24.11,5.41,0.48
721,08/06/2018,6385,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
722,11/06/2018,105,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
723,11/06/2018,3653,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
724,11/06/2018,5473,1,AMBULATORIO,VISITA + TERAPIA,53.04,11.90,1.06
725,11/06/2018,2865,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
725,11/06/2018,2865,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
726,11/06/2018,6386,1,AMBULATORIO,VISITA,24.11,5.41,0.48
727,11/06/2018,6350,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
728,11/06/2018,6387,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
729,11/06/2018,6276,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
730,11/06/2018,3418,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
731,11/06/2018,4856,1,AMBULATORIO,VISITA + TERAPIA,32.15,7.21,0.64
732,12/06/2018,1936,1,AMBULATORIO,APPLICAZIONE MICROCHIP,16.07,3.61,0.32
733,12/06/2018,5766,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
734,12/06/2018,6273,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
735,12/06/2018,342,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
736,12/06/2018,34,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
737,12/06/2018,6328,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
738,12/06/2018,2364,1,CHIRURGIA,INTERVENTO CHIRURGICO + ANESTESIA,220.99,49.59,4.42
738,12/06/2018,2364,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
739,13/06/2018,5241,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
740,13/06/2018,6341,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
740,13/06/2018,6341,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,6.83,1.53,0.14
741,13/06/2018,6329,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
742,13/06/2018,4991,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
743,13/06/2018,6100,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
744,13/06/2018,3716,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
745,13/06/2018,6044,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
745,13/06/2018,6044,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,26.52,5.95,0.53
746,14/06/2018,3747,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
747,14/06/2018,5496,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
747,14/06/2018,5496,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,30.54,6.85,0.61
748,14/06/2018,6388,1,AMBULATORIO,VISITA,24.11,5.41,0.48
749,14/06/2018,3077,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
750,14/06/2018,6094,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,30.54,6.85,0.61
751,15/06/2018,5422,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
752,15/06/2018,3898,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
753,18/06/2018,4636,1,AMBULATORIO,RILASCIO RICETTA,8.04,1.80,0.16
754,18/06/2018,2242,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
755,18/06/2018,5509,1,VACCINAZIONI,NOBIVAC RABBIA,40.18,9.02,0.80
756,18/06/2018,6339,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
757,18/06/2018,6389,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
757,18/06/2018,6389,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
757,18/06/2018,6389,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
757,18/06/2018,6389,1,AMBULATORIO,VISITA + TERAPIA,32.15,7.21,0.64
758,18/06/2018,6124,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
759,18/06/2018,6346,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
760,18/06/2018,1966,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
760,18/06/2018,1966,1,AMBULATORIO,TERAPIA E.V.,16.07,3.61,0.32
761,18/06/2018,6390,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
761,18/06/2018,6390,1,AMBULATORIO,TERAPIA,4.02,0.90,0.08
762,19/06/2018,2154,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,80.36,18.03,1.61
763,19/06/2018,2336,1,ANALISI,PROFILO TIROIDEO IN SERVICE,48.22,10.82,0.96
764,19/06/2018,130,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
764,19/06/2018,130,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
765,19/06/2018,6360,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
766,19/06/2018,6320,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
766,19/06/2018,6320,1,AMBULATORIO,VISITA + TERAPIA,40.18,9.02,0.80
767,19/06/2018,3543,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
768,19/06/2018,6391,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
769,20/06/2018,5681,1,AMBULATORIO,VISITA + TERAPIA,28.13,6.31,0.56
769,20/06/2018,5681,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
769,20/06/2018,5681,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
770,20/06/2018,6370,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
771,20/06/2018,4248,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
772,20/06/2018,4152,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
773,20/06/2018,3039,1,AMBULATORIO,VISITA,24.11,5.41,0.48
774,20/06/2018,4179,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
775,20/06/2018,6392,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
776,20/06/2018,6171,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
777,21/06/2018,6276,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
778,21/06/2018,6379,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
779,21/06/2018,2756,1,AMBULATORIO,VISITA,24.11,5.41,0.48
780,21/06/2018,4699,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
781,21/06/2018,6393,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
782,21/06/2018,1471,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
783,22/06/2018,5248,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
783,22/06/2018,5248,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
783,22/06/2018,5248,1,ANALISI,QPE,20.09,4.51,0.40
784,22/06/2018,6394,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
785,22/06/2018,6395,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
785,22/06/2018,6395,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
786,22/06/2018,5398,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
787,22/06/2018,5456,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
787,22/06/2018,5456,1,ANALISI,PROFILO BIOCHIMICO 15,28.13,6.31,0.56
788,25/06/2018,4879,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
789,25/06/2018,6333,1,VACCINAZIONI,VACCINO VERSIFEL CVR,32.15,7.21,0.64
790,25/06/2018,6396,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,96.43,21.64,1.93
791,25/06/2018,6397,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
791,25/06/2018,6397,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
791,25/06/2018,6397,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
792,25/06/2018,5473,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
792,25/06/2018,5473,1,ANALISI,PROFILO RENALE + PRELIEVO,16.07,3.61,0.32
792,25/06/2018,5473,1,ANALISI,QPE,20.09,4.51,0.40
793,25/06/2018,6398,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
787,22/06/2018,5456,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
794,25/06/2018,5836,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
795,25/06/2018,1966,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
795,25/06/2018,1966,1,ANALISI,PROFILO BIOCHIMICO 10,24.11,5.41,0.48
796,25/06/2018,6303,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
797,25/06/2018,4399,1,VACCINAZIONI,NOBIVAC RABBIA,40.18,9.02,0.80
798,25/06/2018,6367,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
799,25/06/2018,4884,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
800,26/06/2018,4709,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
801,26/06/2018,389,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
802,26/06/2018,5668,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
802,26/06/2018,5668,1,AMBULATORIO,SOMMINISTRAZIONE,20.09,4.51,0.40
803,26/06/2018,794,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
803,26/06/2018,794,1,ANALISI,PROFILO RENALE + PRELIEVO,16.07,3.61,0.32
804,26/06/2018,4802,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
805,26/06/2018,6400,1,AMBULATORIO,VISITA,24.11,5.41,0.48
805,26/06/2018,6400,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
805,26/06/2018,6400,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
805,26/06/2018,6400,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
806,27/06/2018,6401,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
807,27/06/2018,5681,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,24.11,5.41,0.48
807,27/06/2018,5681,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
808,27/06/2018,6321,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
809,27/06/2018,4461,1,AMBULATORIO,VISITA+ SEDAZIONE,36.17,8.11,0.72
809,27/06/2018,4461,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
809,27/06/2018,4461,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
810,27/06/2018,4991,1,VACCINAZIONI,NOBIVAC RABBIA,40.18,9.02,0.80
811,27/06/2018,4461,1,AMBULATORIO,VISITA+ SEDAZIONE,36.17,8.11,0.72
811,27/06/2018,4461,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
811,27/06/2018,4461,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
812,28/06/2018,4298,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
813,28/06/2018,2771,1,AMBULATORIO,VISITA+ SEDAZIONE,56.25,12.62,1.13
813,28/06/2018,2771,1,AMBULATORIO,TERAPIA,24.11,5.41,0.48
814,29/06/2018,6397,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
815,29/06/2018,3794,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
816,29/06/2018,6389,1,AMBULATORIO,TERAPIA,20.09,4.51,0.40
817,29/06/2018,6320,1,AMBULATORIO,VISITA DI CONTROLLO,20.09,4.51,0.40
817,29/06/2018,6320,1,AMBULATORIO,SOMMINISTRAZIONE,32.15,7.21,0.64
818,02/07/2018,6399,1,VACCINAZIONI,NOBIVAC RABBIA,40.18,9.02,0.80
819,02/07/2018,6157,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
820,02/07/2018,6361,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
821,02/07/2018,4035,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
821,02/07/2018,4035,1,AMBULATORIO,SOMMINISTRAZIONE,11.25,2.52,0.23
822,02/07/2018,6376,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
823,02/07/2018,5111,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
824,02/07/2018,545,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
825,02/07/2018,3264,1,AMBULATORIO,VISITA DI CONTROLLO,20.09,4.51,0.40
825,02/07/2018,3264,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
825,02/07/2018,3264,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
826,02/07/2018,2289,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
826,02/07/2018,2289,1,AMBULATORIO,TERAPIA,13.66,3.07,0.27
827,02/07/2018,6403,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
828,02/07/2018,5769,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
828,02/07/2018,5769,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,6.43,1.44,0.13
829,03/07/2018,6375,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
830,03/07/2018,6404,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
831,03/07/2018,6385,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
832,03/07/2018,5779,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
833,03/07/2018,6330,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
834,04/07/2018,6406,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
835,04/07/2018,716,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
836,04/07/2018,3734,1,ANALISI,ESAME DELLE URINE CON SEDIMENTO,28.13,6.31,0.56
837,04/07/2018,6407,1,AMBULATORIO,VISITA SPECIALISTICA,40.18,9.02,0.80
838,04/07/2018,6408,1,AMBULATORIO,VISITA SPECIALISTICA,40.18,9.02,0.80
839,04/07/2018,6409,1,AMBULATORIO,VISITA SPECIALISTICA,40.18,9.02,0.80
840,04/07/2018,3735,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
841,04/07/2018,6275,1,ANALISI,FENOBARBITALEMIA,32.15,7.21,0.64
841,04/07/2018,6275,1,AMBULATORIO,PRELIEVO VENOSO,4.02,0.90,0.08
841,04/07/2018,6275,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,12.06,2.70,0.24
842,04/07/2018,6410,1,AMBULATORIO,VISITA,24.11,5.41,0.48
843,04/07/2018,6411,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
844,04/07/2018,3292,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
845,04/07/2018,3585,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
845,04/07/2018,3585,1,AMBULATORIO,SOMMINISTRAZIONE,13.66,3.07,0.27
846,04/07/2018,6400,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,30.54,6.85,0.61
847,04/07/2018,4718,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
847,04/07/2018,4718,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,22.50,5.05,0.45
848,05/07/2018,2336,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
849,05/07/2018,4889,1,AMBULATORIO,VISITA,24.11,5.41,0.48
850,05/07/2018,5615,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
851,05/07/2018,6156,1,AMBULATORIO,INDAGINE XGRAFICA,24.11,5.41,0.48
852,05/07/2018,6412,1,AMBULATORIO,VISITA,24.11,5.41,0.48
853,05/07/2018,6187,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
854,05/07/2018,6413,1,CHIRURGIA,INTERVENTO CHIRURGICO + ANESTESIA,148.67,33.36,2.97
855,05/07/2018,2796,1,AMBULATORIO,VISITA + TERAPIA,48.22,10.82,0.96
856,05/07/2018,6002,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
857,05/07/2018,5696,1,ANALISI,VACCICHECK CANINO IGG,32.15,7.21,0.64
858,05/07/2018,2832,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,80.36,18.03,1.61
859,06/07/2018,4240,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
860,06/07/2018,5736,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
859,06/07/2018,4240,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,44.20,9.92,0.88
859,06/07/2018,4240,1,AMBULATORIO,TERAPIA,25.72,5.77,0.51
861,06/07/2018,6054,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
862,06/07/2018,3498,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,22.50,5.05,0.45
863,09/07/2018,6286,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
863,09/07/2018,6286,1,AMBULATORIO,TERAPIA,18.48,4.15,0.37
864,09/07/2018,6392,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
865,09/07/2018,3902,1,AMBULATORIO,VISITA,24.11,5.41,0.48
865,09/07/2018,3902,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
866,09/07/2018,306,1,AMBULATORIO,VISITA + TERAPIA,26.52,5.95,0.53
867,09/07/2018,1028,1,AMBULATORIO,VISITA,24.11,5.41,0.48
868,09/07/2018,6350,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
869,09/07/2018,5762,1,ANALISI,TEST GIARDIA,16.07,3.61,0.32
870,09/07/2018,4833,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
871,09/07/2018,6416,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
872,09/07/2018,3039,1,AMBULATORIO,TERAPIA,28.13,6.31,0.56
873,09/07/2018,6417,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
874,09/07/2018,6113,1,AMBULATORIO,VISITA + TERAPIA,28.13,6.31,0.56
874,09/07/2018,6113,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
875,09/07/2018,1966,1,AMBULATORIO,TERAPIA E.V.,24.11,5.41,0.48
875,09/07/2018,1966,1,ANALISI,ESAMI DI LABORATORIO,8.04,1.80,0.16
875,09/07/2018,1966,2,ANALISI,EMOCROMO CON FORMULA,40.18,9.02,0.80
876,09/07/2018,6418,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
876,09/07/2018,6418,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,10.45,2.34,0.21
877,10/07/2018,6394,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
878,10/07/2018,6419,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
879,10/07/2018,4596,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
880,10/07/2018,4896,1,AMBULATORIO,VISITA + TERAPIA,40.18,9.02,0.80
881,10/07/2018,6379,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
881,10/07/2018,6379,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
881,10/07/2018,6379,1,AMBULATORIO,SOMMINISTRAZIONE,12.06,2.70,0.24
882,10/07/2018,5548,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
883,10/07/2018,6420,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
883,10/07/2018,6420,1,AMBULATORIO,SOMMINISTRAZIONE,8.04,1.80,0.16
884,11/07/2018,5110,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
885,11/07/2018,6341,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
886,11/07/2018,4687,1,AMBULATORIO,VISITA,24.11,5.41,0.48
886,11/07/2018,4687,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
887,11/07/2018,34,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
888,11/07/2018,2629,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
889,11/07/2018,2064,1,AMBULATORIO,VISITA,24.11,5.41,0.48
889,11/07/2018,2064,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
889,11/07/2018,2064,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,44.20,9.92,0.88
890,11/07/2018,4881,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
891,11/07/2018,1471,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
891,11/07/2018,1471,1,AMBULATORIO,SOMMINISTRAZIONE,6.43,1.44,0.13
892,11/07/2018,3756,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
893,12/07/2018,3716,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
894,12/07/2018,793,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
895,12/07/2018,5067,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,24.11,5.41,0.48
896,12/07/2018,4950,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,22.50,5.05,0.45
896,12/07/2018,4950,1,AMBULATORIO,TERAPIA,8.04,1.80,0.16
897,12/07/2018,3543,1,AMBULATORIO,VISITA+ SEDAZIONE,64.28,14.43,1.29
898,12/07/2018,3418,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
899,12/07/2018,6058,1,AMBULATORIO,SOMMINISTRAZIONE,14.46,3.25,0.29
899,12/07/2018,6058,1,ANALISI,PROFILO BIOCHIMICO 15,36.17,8.11,0.72
899,12/07/2018,6058,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
900,12/07/2018,4943,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
901,12/07/2018,5260,1,VACCINAZIONI,NOBIVAC RABBIA,40.18,9.02,0.80
902,13/07/2018,3898,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
903,13/07/2018,6064,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
904,13/07/2018,3747,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
905,16/07/2018,6414,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
906,16/07/2018,1966,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
906,16/07/2018,1966,1,ANALISI,ESAMI DI LABORATORIO,8.04,1.80,0.16
907,16/07/2018,4950,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
908,16/07/2018,6398,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
909,16/07/2018,6329,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
910,16/07/2018,6339,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
911,16/07/2018,6422,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
912,17/07/2018,6360,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
913,17/07/2018,6423,1,AMBULATORIO,VISITA+ SEDAZIONE,40.18,9.02,0.80
913,17/07/2018,6423,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
913,17/07/2018,6423,1,AMBULATORIO,SOMMINISTRAZIONE,8.04,1.80,0.16
914,17/07/2018,5140,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
915,17/07/2018,6375,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
916,17/07/2018,4766,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
916,17/07/2018,4766,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,30.54,6.85,0.61
917,17/07/2018,6373,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
918,17/07/2018,2782,1,AMBULATORIO,VISITA,24.11,5.41,0.48
918,17/07/2018,2782,1,AMBULATORIO,INDAGINE XGRAFICA,32.15,7.21,0.64
919,17/07/2018,6421,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
920,17/07/2018,105,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
921,17/07/2018,2064,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
921,17/07/2018,2064,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
921,17/07/2018,2064,1,AMBULATORIO,TERAPIA,16.07,3.61,0.32
922,17/07/2018,3463,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
923,18/07/2018,6072,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
924,18/07/2018,6424,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
925,18/07/2018,3207,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
926,18/07/2018,2392,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
927,18/07/2018,5645,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
